Order ID,Region,Country
147047555,Central America and the Caribbean,Panama
576455485,Sub-Saharan Africa,Angola
770714795,Middle East and North Africa,Syria
867374312,Sub-Saharan Africa,Sierra Leone
624295365,Sub-Saharan Africa,Uganda
769651782,Asia,Taiwan
751929891,Middle East and North Africa,Azerbaijan
989928519,Asia,Maldives
622758996,Sub-Saharan Africa,Mauritania
659845149,Sub-Saharan Africa,Burundi
830923306,Sub-Saharan Africa,Zambia
936042296,Asia,Singapore
395563447,Sub-Saharan Africa,Ghana
500160586,Sub-Saharan Africa,Guinea
360820043,Sub-Saharan Africa,Zambia
958840644,Europe,Georgia
195833718,Middle East and North Africa,Bahrain
543723094,Sub-Saharan Africa,Lesotho
494745099,Central America and the Caribbean,Barbados
411448562,Middle East and North Africa,Saudi Arabia
276694810,Europe,Macedonia
143657672,Asia,Turkmenistan
585823476,Europe,Albania
446991050,Middle East and North Africa,Afghanistan
891271722,Australia and Oceania,Kiribati
453089320,Middle East and North Africa,Morocco
887180173,Europe,Norway
418593108,Europe,Sweden
492689454,Asia,Tajikistan
825143039,Europe,Netherlands
751940190,Europe,Spain
579379737,Sub-Saharan Africa,Chad
234073007,Europe,Ireland
612943828,Middle East and North Africa,Pakistan
433228528,Sub-Saharan Africa,Mozambique
282475936,Middle East and North Africa,Bahrain
368547379,Asia,Tajikistan
969616687,Australia and Oceania,New Zealand
184170186,Sub-Saharan Africa,Niger
681006705,Europe,Armenia
249237573,Sub-Saharan Africa,Gabon
348286616,Asia,Kyrgyzstan
257890164,Australia and Oceania,Fiji
228097045,Europe,Romania
129268586,Sub-Saharan Africa,Botswana
802078616,Australia and Oceania,Fiji
907513463,Europe,Vatican City
976871955,Asia,Thailand
261765420,Europe,Belarus
784117686,Australia and Oceania,Solomon Islands
586165082,Asia,China
480456435,Sub-Saharan Africa,Angola
899853074,Asia,Cambodia
547528827,Central America and the Caribbean,Guatemala
446970021,Sub-Saharan Africa,Namibia
791975486,Europe,Serbia
496656548,Middle East and North Africa,Turkey
345437037,Middle East and North Africa,Pakistan
743053281,Europe,Georgia
364554107,Australia and Oceania,Vanuatu
205300843,Europe,Luxembourg
430967319,Middle East and North Africa,Saudi Arabia
827539861,Australia and Oceania,Vanuatu
351317298,Central America and the Caribbean,Haiti
278910958,Sub-Saharan Africa,Tanzania
157244670,Asia,North Korea
953554761,Middle East and North Africa,Bahrain
105390059,Sub-Saharan Africa,Cote d'Ivoire
970611894,Asia,Singapore
677394092,Asia,Malaysia
474222981,Europe,Albania
779897391,Sub-Saharan Africa,Gabon
733528649,Europe,Poland
444540584,Sub-Saharan Africa,Chad
542669522,Sub-Saharan Africa,Republic of the Congo
827964293,Asia,Philippines
720786225,Europe,France
611809146,Europe,Germany
512019383,Sub-Saharan Africa,Uganda
502715766,Middle East and North Africa,Bahrain
285509622,Middle East and North Africa,Jordan
532324779,Europe,Montenegro
635397565,Middle East and North Africa,Tunisia 
957276809,Europe,Germany
580823838,Europe,Italy
459212481,Europe,France
265929067,Middle East and North Africa,Algeria
644772422,Asia,Myanmar
959853875,Europe,France
645597255,Europe,Spain
556738889,Asia,Cambodia
718327605,Sub-Saharan Africa,The Gambia
775724732,Europe,Russia
444604098,Europe,Belarus
860952031,Middle East and North Africa,Turkey
531067359,Sub-Saharan Africa,Kenya
281561410,Middle East and North Africa,Iran
109358012,Asia,Vietnam
531693494,Europe,Albania
336116683,Central America and the Caribbean,Antigua and Barbuda 
630488908,Sub-Saharan Africa,Senegal
792983996,Europe,Netherlands
722088277,Europe,Russia
386600577,Europe,Slovakia
275632226,Australia and Oceania,East Timor
948607051,Central America and the Caribbean,Haiti
785261380,Middle East and North Africa,Yemen
935644042,Australia and Oceania,Tuvalu
370116364,Sub-Saharan Africa,Liberia
829352176,Asia,North Korea
974337804,Asia,North Korea
436372077,Europe,Romania
267066323,Sub-Saharan Africa,Sao Tome and Principe
688344371,Middle East and North Africa,Bahrain
642442548,Middle East and North Africa,Somalia
941909682,Europe,Cyprus
219607102,Europe,United Kingdom
778708636,Europe,Germany
942700612,Middle East and North Africa,Somalia
905381858,Australia and Oceania,New Zealand
480863702,Middle East and North Africa,Kuwait
453569972,Asia,Japan
328236997,Europe,Norway
579913604,Sub-Saharan Africa,Lesotho
403961122,Europe,Belgium
866053378,Central America and the Caribbean,Honduras
852176702,Europe,Austria
218629920,Middle East and North Africa,Oman
242024362,Middle East and North Africa,Oman
469283854,Europe,Spain
967644727,Middle East and North Africa,Afghanistan
974655807,Central America and the Caribbean,Saint Vincent and the Grenadines
248178422,Europe,Iceland
416386401,Asia,Myanmar
927766072,Europe,Netherlands
401116263,Europe,Slovakia
675548303,Middle East and North Africa,Bahrain
960486018,Sub-Saharan Africa,Lesotho
985665738,Central America and the Caribbean,Cuba
551136291,Middle East and North Africa,Afghanistan
877259004,Australia and Oceania,Vanuatu
554707705,Asia,Bhutan
494468724,Australia and Oceania,Palau
777840888,Asia,Indonesia
206435525,Europe,Andorra
352176463,Middle East and North Africa,Algeria
607300031,Australia and Oceania,Vanuatu
434355056,North America,Mexico
716202867,Europe,Macedonia
606017291,Central America and the Caribbean,Panama
677284657,Asia,Nepal
673803794,Asia,Nepal
859686028,Sub-Saharan Africa,Mauritius 
669355189,Sub-Saharan Africa,Sao Tome and Principe
957547605,Central America and the Caribbean,Saint Vincent and the Grenadines
849312102,Asia,Maldives
890010011,Sub-Saharan Africa,Swaziland
795315158,Middle East and North Africa,Morocco
801213872,Asia,Maldives
314004981,Sub-Saharan Africa,Zimbabwe
160299813,Asia,India
337022197,Asia,Tajikistan
461408460,Sub-Saharan Africa,Lesotho
221007430,Asia,Bhutan
723680436,Central America and the Caribbean,Trinidad and Tobago
447601306,Australia and Oceania,Tuvalu
191256368,Middle East and North Africa,Iraq
823444449,Sub-Saharan Africa,The Gambia
133276879,Middle East and North Africa,Bahrain
480177485,Middle East and North Africa,Qatar
243882596,Sub-Saharan Africa,Angola
574441039,Central America and the Caribbean,Costa Rica
442214143,Australia and Oceania,Papua New Guinea
687875735,Middle East and North Africa,Qatar
872412145,Central America and the Caribbean,Saint Kitts and Nevis 
627122199,Sub-Saharan Africa,Sierra Leone
103617227,Europe,Russia
423821055,Europe,Lithuania
529970014,Europe,United Kingdom
334612929,Asia,Indonesia
270611131,Asia,Mongolia
841138446,Middle East and North Africa,Egypt
369681203,Sub-Saharan Africa,Comoros
850038230,Europe,Slovenia
296320855,Middle East and North Africa,Lebanon
392952907,Australia and Oceania,Australia
644670712,Central America and the Caribbean,Haiti
626523101,Central America and the Caribbean,Saint Kitts and Nevis 
433871400,Middle East and North Africa,Syria
232389438,Asia,Laos
708063542,Central America and the Caribbean,Saint Kitts and Nevis 
817192542,Sub-Saharan Africa,Sudan
936387765,Central America and the Caribbean,Guatemala
612573039,Asia,Brunei
812984693,Middle East and North Africa,Jordan
775171554,Central America and the Caribbean,Panama
256994950,Sub-Saharan Africa,Central African Republic
886628711,Middle East and North Africa,Bahrain
312559163,Sub-Saharan Africa,Burundi
753585135,Europe,Austria
448817956,Australia and Oceania,Fiji
407681453,Australia and Oceania,Fiji
359911954,Europe,Switzerland
105558288,Middle East and North Africa,Yemen
864981782,Sub-Saharan Africa,Comoros
328856265,Sub-Saharan Africa,Democratic Republic of the Congo
308168065,Asia,Mongolia
884216010,Australia and Oceania,Palau
858611428,Europe,Monaco
903278148,Australia and Oceania,Fiji
410452497,Sub-Saharan Africa,Mali
642683303,Sub-Saharan Africa,Liberia
682831895,Europe,Switzerland
584072101,Australia and Oceania,Samoa 
919890248,Asia,Nepal
534085166,Middle East and North Africa,Azerbaijan
590768182,Europe,Georgia
524363124,Middle East and North Africa,United Arab Emirates
289606320,Europe,Finland
811546599,Europe,Portugal
